Year	CCAA	Type	Value
2022	canarias	so2	2.724368052931863
2022	cantabria	co	1.127578091038182
2022	cantabria	no2	6.411474026716863
2022	cantabria	o3	25.24464122688101
2022	cantabria	pm10	19.472824847942768
2022	cantabria	pm25	34.36057678756096
2022	cantabria	so2	1.922238172361654
2022	castilla_leon	co	1.1828863210680947
2022	castilla_leon	no2	5.913313028366282
2022	castilla_leon	o3	33.108941531740754
2022	castilla_leon	pm10	14.888792288919511
2022	castilla_leon	pm25	36.045979067040456
2022	castilla_leon	so2	2.886114957604839
2022	catalunya	co	1.56762684654507
2022	catalunya	no2	12.134750290875294
2022	catalunya	o3	30.351304069929572
2022	catalunya	pm10	24.94747150429413
2022	catalunya	pm25	47.77013943695892
2022	catalunya	so2	1.3041388758940706
2022	ceuta	co	0.2625283266947678
2022	ceuta	no2	20.0
2022	ceuta	o3	60.0
2022	ceuta	pm10	15.0
2022	ceuta	pm25	8.0
2022	ceuta	so2	0.4475236878945454
2022	comunidad_valenciana	co	0.9488002779408613
2022	comunidad_valenciana	no2	4.407413733674781
2022	comunidad_valenciana	o3	30.862993826425676
2022	comunidad_valenciana	pm10	11.29793951164633
2022	comunidad_valenciana	pm25	28.91269798992768
2022	comunidad_valenciana	so2	1.4684510848591348
2022	extremadura	co	0.8574467794121197
2022	extremadura	no2	5.209594981973154
2022	extremadura	o3	20.554758376097958
2022	extremadura	pm10	13.1025
2022	extremadura	pm25	26.128891772019468
2022	extremadura	so2	1.4616622508014494
2022	galicia	co	1.1177338743351781
2022	galicia	no2	5.651525937844576
2022	galicia	o3	25.011809627546654
2022	galicia	pm10	18.842427761978158
2022	galicia	pm25	41.741152217060176
2022	galicia	so2	1.7690309861968863
2022	madrid	co	1.415450226490032
2022	madrid	no2	11.796180404149098
2022	madrid	o3	34.08605346512905
2022	madrid	pm10	20.55083766801652
2022	madrid	pm25	43.132876190864536
2022	madrid	so2	1.8446815009813355
2022	melilla	co	0.2
2022	melilla	no2	5.0
2022	melilla	o3	60.0
2022	melilla	pm10	52.0
2022	melilla	pm25	14.0
2022	melilla	so2	2.0
2022	murcia	co	1.5142183895975134
2022	murcia	no2	5.08212221290583
2022	murcia	o3	30.799359636819737
2022	murcia	pm10	28.426157074852604
2022	murcia	pm25	46.14262875664585
2022	murcia	so2	3.537792254414025
2022	navarra	co	1.1372245788076047
2022	navarra	no2	2.1314532864276114
2022	navarra	o3	31.109351256205986
2022	navarra	pm10	17.428044753376735
2022	navarra	pm25	34.65453326504655
2022	navarra	so2	1.0203374095431788
2022	pais_vasco	co	1.2474189399235198
2022	pais_vasco	no2	6.373167349779697
2022	pais_vasco	o3	27.86183187484068
2022	pais_vasco	pm10	18.006000965859606
2022	pais_vasco	pm25	38.0124752442078
2022	pais_vasco	so2	1.803664345370513
2022	rioja	co	1.2106233265209299
2022	rioja	no2	9.04273203139605
2022	rioja	o3	31.55166636455711
2022	rioja	pm10	16.568447362088023
2022	rioja	pm25	36.8912061189794
2022	rioja	so2	1.6257452926630267
2022	total_nacional	co	1.131830908584704
2022	total_nacional	no2	7.473498736459084
2022	total_nacional	o3	32.457510035986495
2022	total_nacional	pm10	21.797022220305784
2022	total_nacional	pm25	35.434462183177864
2022	total_nacional	so2	1.875589344852238
2023	andalucia	co	1.3864506165469401
2023	andalucia	no2	7.54618421506696
2023	andalucia	o3	34.404742517448874
2023	andalucia	pm10	22.379969864594425
2023	andalucia	pm25	42.249173915892634
2023	andalucia	so2	1.603473773379647
2023	aragon	co	1.4470768506042742
2023	aragon	no2	6.844690803632869
2023	aragon	o3	28.49256594279796
2023	aragon	pm10	15.654600693875102
2023	aragon	pm25	34.18573389882144
2023	aragon	so2	1.9123657134727685
2023	asturias	co	1.4172279936940562
2023	asturias	no2	8.40658553586021
2023	asturias	o3	25.987043052568325
2023	asturias	pm10	26.882256846226934
2023	asturias	pm25	43.18704991684394
2023	asturias	so2	1.968426338080763
2023	baleares	co	1.0442465645491288
2023	baleares	no2	5.067181843169646
2023	baleares	o3	31.33110668089487
2023	baleares	pm10	16.290949243281364
2023	baleares	pm25	31.821223338332906
2023	baleares	so2	1.6533421521833038
2023	canarias	co	1.4202354769384657
2023	canarias	no2	4.9020680376504995
2023	canarias	o3	29.043760972940067
2023	canarias	pm10	29.867082876813004
2023	canarias	pm25	43.27869665934289
2023	canarias	so2	1.9043239359165953
2023	cantabria	co	1.130657267182137
2023	cantabria	no2	7.7288975937728175
2023	cantabria	o3	23.509005936783616
2023	cantabria	pm10	18.70526650704174
2023	cantabria	pm25	34.454408220769615
2023	cantabria	so2	1.7826508519191464
2023	castilla_leon	co	1.016344491600376
